Parcel_ID|Municipality|Property_Address|Use_Code|Total_Rooms|Basement|Style|Bedrooms|Grade|Stories|Full_Baths|Condition|Year_Built|Half_Baths|Fireplaces|Exterior_Finish|Heating|Basement_Garage|Roof_Type|Cooling|Living_Area
0099-S-00236-0000-00|926 MT. LEBANON|438 MARLIN DR|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1931|1|1|Brick|Central Heat|0|Slate|Central Air|
0099-S-00238-0000-00|926 MT. LEBANON|444 MARLIN DR|SINGLE FAMILY|7|Full Basement|COLONIAL|4|C+|2|2|Average|1947|0|1|Brick|Central Heat|0|Slate|Central Air|
0099-S-00242-0000-00|926 MT. LEBANON|443 MARLIN DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1930|0|0|Brick|Central Heat|0|Shingle||
0099-S-00244-0000-00|926 MT. LEBANON|439 MARLIN DR|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|2|Average|1951|0|1|Brick|None|0|Shingle|Central Air|
0099-S-00250-0000-00|926 MT. LEBANON|415 JAYSON AVE|SINGLE FAMILY|6|Full Basement|COLONIAL|2|C|2|1|Average|1948|0|1|Brick|Central Heat|0|Shingle|Central Air|
0099-S-00252-0000-00|926 MT. LEBANON|409 JAYSON AVE|SINGLE FAMILY|7|Full Basement|CAPE COD|3|C+|1.5|2|Average|1932|0|1|Brick|Central Heat|1|Slate|Central Air|
0099-S-00256-0000-00|926 MT. LEBANON|426 MARLIN DR|SINGLE FAMILY|5|Full Basement|COLONIAL|2|C+|2|2|Average|1948|1|2|Brick|Central Heat|2|Shingle||
0099-S-00258-0000-00|926 MT. LEBANON|397 JAYSON AVE|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C+|2|1|Average|1930|0|1|Brick|Central Heat|1|Shingle||
0099-S-00260-0000-00|926 MT. LEBANON|393 JAYSON AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C+|2|1|Good|1931|0||Brick|Central Heat|1|Shingle||
0099-S-00262-0000-00|926 MT. LEBANON|387 JAYSON AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C|2|1|Average|1928|1|0|Brick|Central Heat|1|Shingle||
0099-S-00264-0000-00|926 MT. LEBANON|383 JAYSON AVE|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C+|2|1|Average|1938|1|1|Brick|Central Heat|0|Shingle||
0099-S-00270-0000-00|926 MT. LEBANON|421 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1949|0|1|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00272-0000-00|926 MT. LEBANON|417 BOWER HILL RD|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1939|1|1|Brick|Central Heat|1|Slate|Central Air|
0099-S-00274-0000-00|926 MT. LEBANON|415 BOWER HILL RD|SINGLE FAMILY|6|Part|CAPE COD|3|C|1|2|Average|1940|0|1|Brick|Central Heat|1|Slate|Central Air|
0099-S-00276-0000-00|926 MT. LEBANON|411 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1939|0|1|Brick|Central Heat|0|Slate||
0099-S-00278-0000-00|926 MT. LEBANON|403 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C|2|1|Average|1948|0|1|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00284-0000-00|926 MT. LEBANON|425 MARLIN DR|SINGLE FAMILY|6|Full Basement|COLONIAL|3|C+|2|1|Average|1949|1|1|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00286-0000-00|926 MT. LEBANON|341 BOWER HILL RD|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1920|1|1|Brick|Central Heat|0|Slate||
0099-S-00288-0000-00|926 MT. LEBANON|339 BOWER HILL RD|SINGLE FAMILY|7|Full Basement|OLD STYLE|4|C+|2|1|Average|1935|1|0|Brick|Central Heat|0|Slate|Central Air|
0099-S-00294-0000-00|926 MT. LEBANON|338 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|BUNGALOW|3|C+|1|1|Average|1929|1|1|Stone|Central Heat|1|Slate||
0099-S-00296-0000-00|926 MT. LEBANON|340 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1925|0|1|Brick|Central Heat|0|Shingle|Central Air|
0099-S-00298-0000-00|926 MT. LEBANON|346 BOWER HILL RD|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|B-|2|1|Average|1925|1|1|Brick|Central Heat|0|Shingle|Central Air|
0099-S-00302-0000-00|926 MT. LEBANON|354 MARLIN DR|SINGLE FAMILY|6|Full Basement|CAPE COD|3|C|1|2|Average|1953|0|1|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00304-0000-00|926 MT. LEBANON|358 MARLIN DR|SINGLE FAMILY|5|Full Basement|RANCH|2|C|1|1|Average|1959|1|1|Brick|Central Heat|2|Shingle|Central Air|
0099-S-00308-0000-00|926 MT. LEBANON|335 MCCULLY ST|SINGLE FAMILY|6|Full Basement|CONVENTIONAL|3|C|1|2|Average|1951|0|0|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00310-0000-00|926 MT. LEBANON|331 MCCULLY ST|SINGLE FAMILY|7|Full Basement|OLD STYLE|3|C+|2|1|Average|1924|1|1|Brick|Central Heat|0|Shingle||
0099-S-00312-0000-00|926 MT. LEBANON|327 MCCULLY ST|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1920|1|0|Brick|Central Heat|0|Shingle||
0099-S-00318-0000-00|926 MT. LEBANON|324 -326 MCCULLY ST|TWO FAMILY|14|Full Basement|MULTI-FAMILY|6|C+|2|2|Average|1928|1||Brick|Other|2|Slate||
0099-S-00320-0000-00|926 MT. LEBANON|330 MCCULLY ST|SINGLE FAMILY|7|Full Basement|OLD STYLE|2|C|1|1|Average|1926|1|0|Brick|Central Heat|1|Shingle||
0099-S-00322-0000-00|926 MT. LEBANON|332 MCCULLY ST|SINGLE FAMILY|5|Full Basement|OLD STYLE|2|C|2|1|Average|1924|0|0|Brick|Central Heat|1|Slate|Central Air|
0099-S-00324-0000-00|926 MT. LEBANON|338 MCCULLY ST|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|2|1|Average|1929|0|0|Masonry & Frame|Central Heat|0|Slate||
0099-S-00328-0000-00|926 MT. LEBANON|31 E MARLIN DR|SINGLE FAMILY|8|Full Basement|OLD STYLE|4|C+|2|1|Average|1925|0|0|Brick|Central Heat|0|Shingle||
0099-S-00332-0000-00|926 MT. LEBANON|400 MCCULLY ST|SINGLE FAMILY|8|Full Basement|OLD STYLE|4|C+|2|1|Average|1926|1|1|Brick|Central Heat|0|Shingle||
0099-S-00334-0000-00|926 MT. LEBANON|404 MCCULLY ST|SINGLE FAMILY|8|Full Basement|COLONIAL|4|C+|2|2|Average|1988|1|1|Frame|Central Heat|2|Shingle|Central Air|
0099-S-00336-0000-00||||||||||||||||||||
0099-S-00338-0000-00|926 MT. LEBANON|410 MCCULLY ST|SINGLE FAMILY|9|Full Basement|OLD STYLE|4|C|2|1|Fair|1945|1|1|Brick|Central Heat|1|Shingle|Central Air|
0099-S-00340-0000-00|926 MT. LEBANON|416 MCCULLY ST|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C+|2|1|Average|1932|2|1|Brick|Central Heat|0|Shingle|Central Air|
0099-S-00342-0000-00|926 MT. LEBANON|418 MCCULLY ST|SINGLE FAMILY|9|Full Basement|BUNGALOW|4|C|1|1|Average|1926|1|1|Stone|Central Heat|1|Shingle||
0099-S-00346-0000-00|926 MT. LEBANON|30 MARLIN DR|SINGLE FAMILY|6|Full Basement|OLD STYLE|3|C|1|1|Average|1927|1|1|Brick|Central Heat|0|Shingle||
0099-S-00348-0000-00|926 MT. LEBANON|36 W MARLIN DR|SINGLE FAMILY|7|Full Basement|COLONIAL|4|C+|2|2|Average|1924|1|1|Brick|Central Heat|0|Shingle||
0099-S-00350-0000-00|926 MT. LEBANON|38 W MARLIN DR|SINGLE FAMILY|8|Part|OLD STYLE|4|C+|2|2|Average|1920|0|1|Brick|Central Heat|0|Shingle|Central Air|
0100-D-00200-0000-00|926 MT. LEBANON|1721 COCHRAN RD||||||||||||||||||
0100-H-00220-0000-00|926 MT. LEBANON|728 PINETREE RD|SINGLE FAMILY|8|Part|COLONIAL|4|B|2|2|Average|1964|1|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-H-00222-0000-00|926 MT. LEBANON|732 PINETREE RD|SINGLE FAMILY|8|Full Basement|TUDOR|4|B-|1.5|2|Average|1988|1|1|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0100-H-00224-0000-00|926 MT. LEBANON|736 PINETREE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|C|2|2|Average|1959|1|1|Masonry & Frame|Central Heat|2|Slate||
0100-H-00260-0000-00|926 MT. LEBANON|744 PINETREE RD|SINGLE FAMILY|7|Full Basement|RANCH|2|C+|1|1|Average|1959|2|1|Brick|Central Heat|2|Shingle|Central Air|
0100-H-00296-0000-00|926 MT. LEBANON|PINETREE RD||||||||||||||||||
0100-H-00298-0000-00|926 MT. LEBANON|PINETREE RD||||||||||||||||||
0100-H-00300-0000-00|926 MT. LEBANON|748 PINETREE RD|SINGLE FAMILY|11|Full Basement|RANCH|4|X|1|4|Average|1971|1|1|Brick|Central Heat|3|Slate|Central Air|
0100-H-00302-0000-00|926 MT. LEBANON|752 PINETREE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|C|2|2|Average|1978|1|1|Brick|Central Heat|0|Shingle|Central Air|
0100-H-00307-0000-00|926 MT. LEBANON|756 PINETREE RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|C+|2|2|Average|1965|1|1|Brick|Central Heat|0|Slate|Central Air|
0100-H-00309-0000-00|926 MT. LEBANON|760 PINETREE RD|SINGLE FAMILY|8|Full Basement|RANCH|3|B+|1|2|Average|1962|1|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-H-00314-0000-00|926 MT. LEBANON|755 PINETREE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|5|C+|2|3|Average|1970|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-H-00317-0000-00|926 MT. LEBANON|751 PINETREE RD|SINGLE FAMILY|9|Full Basement|RANCH|4|C+|1|3|Average|1965|1|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-H-00320-0000-00|926 MT. LEBANON|747 PINETREE RD|SINGLE FAMILY|8|Full Basement|COLONIAL|3|C+|2|1|Average|1960|2|0|Brick|Central Heat|2|Shingle|Central Air|
0100-H-00323-0000-00|926 MT. LEBANON|743 PINETREE RD|SINGLE FAMILY|6|Full Basement|RANCH|2|B+|1|2|Average|1963|1|1|Brick|Central Heat|2|Shingle|Central Air|
0100-H-00326-0000-00|926 MT. LEBANON|739 PINETREE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|C+|2|2|Average|1960|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-H-00329-0000-00|926 MT. LEBANON|735 PINETREE RD|SINGLE FAMILY|9|Part|COLONIAL|4|B-|2|4|Average|1960|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-H-00332-0000-00|926 MT. LEBANON|731 PINETREE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B+|2|2|Good|1960|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-H-00334-0000-00|926 MT. LEBANON|727 PINETREE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B+|2|2|Average|1960|1|2|Brick|Central Heat|2|Shingle|Central Air|
0100-H-00340-0000-00|926 MT. LEBANON|856 LARCHMONT RD|SINGLE FAMILY|9|Part|RANCH|4|B-|1|3|Average|1950|0|1|Brick|Central Heat|2|Slate|Central Air|
0100-H-00343-0000-00|926 MT. LEBANON|858 LARCHMONT RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|A|1|3|Average|1950|1|3|Brick|Central Heat|2|Shingle|Central Air|
0100-H-00346-0000-00|926 MT. LEBANON|860 LARCHMONT RD|SINGLE FAMILY|8|Full Basement|OLD STYLE|4|B-|2|3|Average|1945|2|2|Masonry & Frame|Central Heat|2|Shingle|Central Air|
0100-L-00202-0000-00|926 MT. LEBANON|982 OSAGE RD|SINGLE FAMILY|9|Piers|CONTEMPORARY|3|B-|2|3|Average|1984|0|2|Frame|Central Heat|0|Shingle|Central Air|
0100-L-00204-0000-00|926 MT. LEBANON|978 OSAGE RD|SINGLE FAMILY|7|Full Basement|CONTEMPORARY|5|C+|2|3|Average|1975|2|0|Masonry & Frame|Central Heat|0|Shingle|Central Air|
0100-L-00206-0000-00|926 MT. LEBANON|974 OSAGE RD|SINGLE FAMILY|8|Part|COLONIAL|4|C+|2|3|Average|1989|1|1|Brick|Central Heat|2|Shingle|Central Air|
0100-L-00208-0000-00|926 MT. LEBANON|970 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|C+|2|3|Average|1978|0|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-L-00210-0000-00|926 MT. LEBANON|966 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B|2|2|Average|1949|2||Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-L-00214-0000-00|926 MT. LEBANON|962 OSAGE RD|SINGLE FAMILY|7|Full Basement|RANCH|3|B-|1|4|Average|1958|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00218-0000-00|926 MT. LEBANON|958 OSAGE RD|SINGLE FAMILY|8|Part|COLONIAL|4|C|2|2|Average|1950|2|1|Brick|Central Heat|2|Slate|Central Air|
0100-L-00222-0000-00|926 MT. LEBANON|954 OSAGE RD|SINGLE FAMILY|8|Full Basement|RANCH|3|B|1|2|Average|1950|2|0|Brick|Central Heat|2|Slate|Central Air|
0100-L-00226-0000-00|926 MT. LEBANON|950 OSAGE RD|SINGLE FAMILY|10|Full Basement|RANCH|4|A-|1|5|Very Good|1950|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00230-0000-00|926 MT. LEBANON|OSAGE RD||||||||||||||||||
0100-L-00232-0000-00|926 MT. LEBANON|946 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|A+|2|3|Very Good|1953|2|2|Brick|Central Heat|4|Slate|Central Air|
0100-L-00238-0000-00|926 MT. LEBANON|943 OSAGE RD|SINGLE FAMILY|9|Full Basement|CAPE COD|3|B|1.5|3|Average|1950|0|1|Stone|Central Heat|0|Slate|Central Air|
0100-L-00242-0000-00|926 MT. LEBANON|947 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|B-|2|2|Average|1954|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-L-00246-0000-00|926 MT. LEBANON|951 OSAGE RD|SINGLE FAMILY|9|Full Basement|CONTEMPORARY|3|B+|1|3|Good|1959|1||Stone|Central Heat|0|Slate|Central Air|
0100-L-00252-0000-00|926 MT. LEBANON|936 VALLEYVIEW RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|A-|2|3|Average|1959|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00256-0000-00|926 MT. LEBANON|930 VALLEYVIEW RD|SINGLE FAMILY|8|Full Basement|CAPE COD|4|A-|1.5|3|Average|1950|2|2|Frame|Central Heat|2|Slate|Central Air|
0100-L-00260-0000-00|926 MT. LEBANON|928 VALLEYVIEW RD|SINGLE FAMILY|10|Part|COLONIAL|4|A|2|3|Good|1950|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00269-0000-00|926 MT. LEBANON|VALLEYVIEW RD||||||||||||||||||
0100-L-00270-0000-00|926 MT. LEBANON|935 VALLEYVIEW RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|B+|2|2|Good|1958|2||Brick|Central Heat|2|Slate|Central Air|
0100-L-00274-0000-00|926 MT. LEBANON|939 VALLEYVIEW RD|SINGLE FAMILY|7|Full Basement|RANCH|3|B+|1|2|Average|1960|1|0|Brick|Central Heat|0|Slate|Central Air|
0100-L-00278-0000-00|926 MT. LEBANON|943 VALLEYVIEW RD|SINGLE FAMILY|8|Part|RANCH|4|B-|1|3|Average|1967|1|1|Brick|Central Heat|0|Slate|Central Air|
0100-L-00282-0000-00|926 MT. LEBANON|947 VALLEYVIEW RD|SINGLE FAMILY|11|Part|COLONIAL|4|B-|2|3|Average|1958|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00286-0000-00|926 MT. LEBANON|965 OSAGE RD|SINGLE FAMILY|9|Part|COLONIAL|4|A|2|3|Excellent|1976|1|1|Brick|Central Heat|3|Slate|Central Air|
0100-L-00292-0000-00|926 MT. LEBANON|973 OSAGE RD|SINGLE FAMILY|10|Full Basement|CONVENTIONAL|5|A|1.5|4|Average|1981|1|2|Brick|Central Heat|3|Shingle|Central Air|
0100-L-00294-0000-00|926 MT. LEBANON|969 OSAGE RD|SINGLE FAMILY|9|Part|CONTEMPORARY|4|A-|2|2|Good|1978|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-L-00300-0000-00||||||||||||||||||||
0100-M-00058-0000-00|926 MT. LEBANON|768 PINETREE RD|SINGLE FAMILY|8|Full Basement|COLONIAL|3|B+|2|2|Average|1964|1||Brick|Central Heat|2|Slate|Central Air|
0100-M-00060-0000-00|926 MT. LEBANON|764 PINETREE RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|B+|2|2|Average|1960|1|1|Masonry & Frame|Central Heat|2|Shingle||
0100-M-00074-0000-00|926 MT. LEBANON|783 PINETREE RD|SINGLE FAMILY|8|Part|COLONIAL|4|B-|2|2|Average|1960|1|2|Brick|Central Heat|2|Shingle|Central Air|
0100-M-00076-0000-00|926 MT. LEBANON|775 PINETREE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|5|B-|2|3|Average|1963|2|1|Brick|Central Heat|2|Slate|Central Air|
0100-M-00078-0000-00|926 MT. LEBANON|771 PINETREE RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|B+|2|2|Good|1965|1|1|Masonry & Frame|Central Heat|2|Shingle|Central Air|
0100-M-00080-0000-00|926 MT. LEBANON|767 PINETREE RD|SINGLE FAMILY|7|Part|SPLIT LEVEL|3|B|1|2|Average|1960|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00084-0000-00|926 MT. LEBANON|763 PINETREE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B+|2|2|Average|1964|2|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00086-0000-00|926 MT. LEBANON|759 PINETREE RD|SINGLE FAMILY|7|Full Basement|COLONIAL|4|B+|2|2|Good|1962|1|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00094-0000-00|926 MT. LEBANON|850 OSAGE RD|SINGLE FAMILY|10|Full Basement|OLD STYLE|5|X|2|5|Very Good|1920|1|2|Stone|Central Heat|0|Slate|Central Air|
0100-M-00098-0000-00|926 MT. LEBANON|858 OSAGE RD|SINGLE FAMILY|8|Full Basement|OLD STYLE|3|B+|2|2|Good|1936|2|1|Stone|Central Heat|2|Slate|Central Air|
0100-M-00102-0000-00|926 MT. LEBANON|864 OSAGE RD|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C+|2|2|Average|1940|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00106-0000-00|926 MT. LEBANON|872 OSAGE RD|SINGLE FAMILY|8|Full Basement|OLD STYLE|3|B-|2|3|Good|1940|1|2|Stone|Central Heat|2|Slate|Central Air|
0100-M-00110-0000-00|926 MT. LEBANON|880 OSAGE RD|SINGLE FAMILY|10|Full Basement|OLD STYLE|5|X-|2|3|Very Good|1936|2|2|Stone|Central Heat|4|Slate|Central Air|
0100-M-00114-0000-00|926 MT. LEBANON|900 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|5|A-|2|3|Average|1959|2|3|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00126-0000-00|926 MT. LEBANON|910 OSAGE RD|SINGLE FAMILY|11|Full Basement|OLD STYLE|6|X-|2|4|Very Good|1942|1|0|Stone|Central Heat|0|Slate|Central Air|
0100-M-00130-0000-00|926 MT. LEBANON|914 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|B+|2|2|Average|1950|2|2|Stone|Central Heat|2|Slate|Central Air|
0100-M-00134-0000-00|926 MT. LEBANON|918 OSAGE RD|SINGLE FAMILY|3|Full Basement|RANCH|2|C+|1|3|Average|1948|0|2|Stone|Central Heat|2|Slate|Central Air|
0100-M-00142-0000-00|926 MT. LEBANON|922 OSAGE RD|SINGLE FAMILY|6|Full Basement|RANCH|3|A+|1|2|Excellent|1955|1|3|Stone|Central Heat|0|Slate|Central Air|
0100-M-00146-0000-00|926 MT. LEBANON|930 OSAGE RD|SINGLE FAMILY|8|Full Basement|RANCH|5|A-|1|3|Average|1965|0|2|Masonry & Frame|Central Heat|0|Slate|Central Air|
0100-M-00150-0000-00|926 MT. LEBANON|938 OSAGE RD|SINGLE FAMILY|8|Full Basement|RANCH|4|B+|1|5|Good|1957|1|1|Stone|Central Heat|4|Metal|Central Air|
0100-M-00158-0000-00|926 MT. LEBANON|933 OSAGE RD|SINGLE FAMILY|9|Full Basement|CAPE COD|5|A|2|4|Very Good|1972|0||Stone|Central Heat|0|Slate|Central Air|
0100-M-00164-0000-00|926 MT. LEBANON|929 OSAGE RD|SINGLE FAMILY|10|Full Basement|RANCH|3|A|1|2|Good|1950|2|2|Stone|Central Heat|2|Slate|Central Air|
0100-M-00170-0000-00|926 MT. LEBANON|921 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|C+|2|3|Good|1954|0|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00174-0000-00|926 MT. LEBANON|919 OSAGE RD|SINGLE FAMILY|7|Full Basement|RANCH|3|C+|1|2|Average|1953|1|2|Stone|Central Heat|0|Slate|Central Air|
0100-M-00178-0000-00|926 MT. LEBANON|917 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|A+|2|3|Average|1950|1|2|Stone|Central Heat|3|Slate|Central Air|
0100-M-00182-0000-00|926 MT. LEBANON|915 OSAGE RD|SINGLE FAMILY|9|Full Basement|RANCH|2|B-|1|3|Good|1951|0|1|Stone|Central Heat|0|Slate|Central Air|
0100-M-00186-0000-00|926 MT. LEBANON|OSAGE RD|RES AUX BUILDING (NO HOUSE)|0|||0||0|0|||0||||||Central Air|
0100-M-00190-0000-00|926 MT. LEBANON|100 MANOR PL|SINGLE FAMILY|13|Full Basement|OLD STYLE|6|A+|2|4|Good|1939|2|3|Stone|Central Heat|3|Slate|Central Air|
0100-M-00194-0000-00|926 MT. LEBANON|101 MANOR PL|SINGLE FAMILY|9|Full Basement|OLD STYLE|4|X-|1.5|3|Average|1948|0|2|Stone|Central Heat|0|Slate|Central Air|
0100-M-00212-0000-00|926 MT. LEBANON|900 VALLEYVIEW RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|C+|2|2|Good|1950|1|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00216-0000-00|926 MT. LEBANON|904 VALLEYVIEW RD|SINGLE FAMILY|7|Full Basement|CAPE COD|3|C+|1.5|2|Average|1951|0|1|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00220-0000-00|926 MT. LEBANON|908 VALLEYVIEW RD|SINGLE FAMILY|8|Part|COLONIAL|4|B+|2|3|Good|1950|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00224-0000-00|926 MT. LEBANON|910 VALLEYVIEW RD|SINGLE FAMILY|8|Full Basement|COLONIAL|4|B-|2|2|Average|1950|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-M-00228-0000-00|926 MT. LEBANON|912 VALLEYVIEW RD|SINGLE FAMILY|5|Full Basement|RANCH|2|B+|1|2|Good|1948|1|1|Brick|Central Heat|2|Shingle|Central Air|
0100-M-00234-0000-00|926 MT. LEBANON|916 VALLEYVIEW RD|SINGLE FAMILY|10|Part|COLONIAL|5|A+|2|3|Good|1960|1|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00238-0000-00|926 MT. LEBANON|VALLEYVIEW RD||||||||||||||||||
0100-M-00240-0000-00|926 MT. LEBANON|924 VALLEYVIEW RD||||||||||||||||||
0100-M-00242-0000-00|926 MT. LEBANON|924 VALLEYVIEW RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|A|2|2|Good|1950|2|2|Masonry & Frame|Central Heat|2|Slate|Central Air|
0100-M-00250-0000-00|926 MT. LEBANON|899 VALLEYVIEW RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|A|2|2|Average|1949|2|2|Brick|Central Heat|2|Slate|Central Air|
0100-M-00254-0000-00|926 MT. LEBANON|895 VALLEYVIEW RD|SINGLE FAMILY|7|Full Basement|COLONIAL|3|C|2|2|Average|1948|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-M-00258-0000-00|926 MT. LEBANON|891 VALLEYVIEW RD|SINGLE FAMILY|11|Full Basement|COLONIAL|4|A|2|4|Good|1941|1|0|Stone|Central Heat|3|Slate|Central Air|
0100-M-00262-0000-00|926 MT. LEBANON|883 VALLEYVIEW RD|SINGLE FAMILY|7|Full Basement|OLD STYLE|1|C+|2|2|Good|1940|2|2|Stone|Central Heat|2|Slate|Central Air|
0100-M-00266-0000-00|926 MT. LEBANON|877 VALLEYVIEW RD|SINGLE FAMILY|10|Full Basement|OLD STYLE|4|B-|2|2|Good|1940|2|2|Stone|Central Heat|2|Slate|Central Air|
0100-R-00002-0000-00|926 MT. LEBANON|931 VALLEYVIEW RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B-|2|2|Good|1969|1|1|Brick|Central Heat|2|Shingle|Central Air|
0100-R-00004-0000-00|926 MT. LEBANON|1014 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|C+|2|2|Average|1970|2|1|Brick|Central Heat|2|Slate|Central Air|
0100-R-00006-0000-00|926 MT. LEBANON|1010 OSAGE RD|SINGLE FAMILY|10|Full Basement|OLD STYLE|4|B-|2|3|Average|1970|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-R-00008-0000-00|926 MT. LEBANON|1006 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|A+|2|4|Good|1976|1|2|Brick|Central Heat|3|Slate|Central Air|
0100-R-00010-0000-00|926 MT. LEBANON|1002 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B-|2|2|Average|1950|1|1|Brick|Central Heat|2|Slate|Central Air|
0100-R-00012-0000-00|926 MT. LEBANON|998 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B-|2|2|Average|1976|3|1|Masonry & Frame|Central Heat|2|Shingle|Central Air|
0100-R-00014-0000-00|926 MT. LEBANON|994 OSAGE RD|SINGLE FAMILY|9|Full Basement|COLONIAL|4|B-|2|2|Average|1976|2||Masonry & Frame|Central Heat|3|Shingle|Central Air|
0100-R-00016-0000-00|926 MT. LEBANON|990 OSAGE RD|SINGLE FAMILY|8|Full Basement|TUDOR|4|B-|2|2|Average|1977|2|1|Masonry & Frame|Central Heat|2|Shingle|Central Air|
0100-R-00018-0000-00|926 MT. LEBANON|986 OSAGE RD|SINGLE FAMILY|10|Full Basement|COLONIAL|4|C+|2|3|Average|1979|1|1|Brick|Central Heat|2|Shingle|Central Air|
